des_chr,des_num,event_id,ip_NASA,ip_ESA,v_inf
2000SG344,,2000SG344_2102-08-22,5.18628e-05,4.9405e-05,1.35802744453748
2000SG344,,2000SG344_2102-09-02,4.4002e-06,3.7254179999999996e-06,1.35802744453748
2000SG344,,2000SG344_2102-12-02,2.766e-06,2.17e-06,1.35802744453748
2000SG344,,2000SG344_2103-01-16,9.348e-07,,1.35802744453748
2000SG344,,2000SG344_2103-01-30,1.598e-07,2.7177e-07,1.35802744453748
2000SG344,,2000SG344_2103-02-15,,5.59e-08,
2000SG344,,2000SG344_2103-08-21,1.7161e-06,6.02e-07,1.35802744453748
2000SG344,,2000SG344_2103-09-04,6.2214e-06,6.041893999999999e-06,1.35802744453748
2000SG344,,2000SG344_2104-01-27,3.0770000000000004e-06,3.616e-08,1.35802744453748
2000SG344,,2000SG344_2104-02-14,,4.38e-08,
2000SG344,,2000SG344_2104-06-04,,6.31e-09,
2000SG344,,2000SG344_2104-08-07,,5.46e-08,
2000SG344,,2000SG344_2104-08-21,,1.89e-08,
2000SG344,,2000SG344_2104-09-07,9.322082000000001e-06,7.745435400000001e-06,1.35802744453748
2000SG344,,2000SG344_2104-12-05,1.619e-06,,1.35802744453748
2000SG344,,2000SG344_2105-02-06,5.563e-08,4.77e-07,1.35802744453748
2000SG344,,2000SG344_2105-02-21,,1.43e-08,
2000SG344,,2000SG344_2105-06-19,,3.89e-09,
2000SG344,,2000SG344_2105-08-08,,8.29e-09,
2000SG344,,2000SG344_2105-09-08,1.43669e-05,1.3246352699999999e-05,1.35802744453748
2000SG344,,2000SG344_2106-01-24,3.748e-07,,1.35802744453748
2000SG344,,2000SG344_2106-02-06,,3.4e-07,
2000SG344,,2000SG344_2106-09-08,2.2056e-05,2.0618912999999996e-05,1.35802744453748
2000SG344,,2000SG344_2106-12-10,,2.99e-07,
2000SG344,,2000SG344_2107-01-22,,5.1e-06,
2000SG344,,2000SG344_2107-04-24,1.013e-06,,1.35802744453748
2000SG344,,2000SG344_2107-05-06,,1.13e-07,
2000SG344,,2000SG344_2107-08-02,1.836e-07,,1.35802744453748
2000SG344,,2000SG344_2107-08-20,,1.77e-08,
2000SG344,,2000SG344_2107-09-09,2.6695e-05,2.6705e-05,1.35802744453748
2000SG344,,2000SG344_2108-01-24,6.73e-07,1.2969e-06,1.35802744453748
2000SG344,,2000SG344_2108-01-31,1.2128e-06,3.61e-07,1.35802744453748
2000SG344,,2000SG344_2108-03-14,,1.73e-08,
2000SG344,,2000SG344_2108-08-02,,2.398e-07,
2000SG344,,2000SG344_2108-09-03,3.5472299999999996e-05,3.544680000000001e-05,1.35802744453748
2000SG344,,2000SG344_2109-01-27,2.5428e-06,2.0036e-06,1.35802744453748
2000SG344,,2000SG344_2109-07-17,,7.76e-09,
2000SG344,,2000SG344_2109-08-20,5.203e-06,8.128975e-06,1.35802744453748
2000SG344,,2000SG344_2109-09-03,3.75074e-05,4.8514425000000006e-05,1.35802744453748
2000SG344,,2000SG344_2110-01-30,3.1799e-06,5.039e-06,1.35802744453748
2000SG344,,2000SG344_2110-08-03,,1.1339e-06,
2000SG344,,2000SG344_2110-09-04,6.366999999999999e-05,7.91018e-05,1.35802744453748
2000SG344,,2000SG344_2111-01-25,4.6897e-06,7.43946e-06,1.35802744453748
2000SG344,,2000SG344_2111-04-24,1.748e-07,,1.35802744453748
2000SG344,,2000SG344_2111-06-28,,5.14e-10,
2000SG344,,2000SG344_2111-08-06,,1.0531168999999998e-06,
2000SG344,,2000SG344_2111-12-24,,5.73e-08,
2000SG344,,2000SG344_2111-12-31,,5.73e-08,
2000SG344,,2000SG344_2112-01-28,3.2377e-06,2.4184923000000002e-06,1.35802744453748
2000SG344,,2000SG344_2112-03-11,,2.34e-08,
2000SG344,,2000SG344_2112-07-20,,2.02e-07,
2000SG344,,2000SG344_2112-08-04,,1.8380685000000001e-06,
2000SG344,,2000SG344_2112-09-09,5.57e-07,5.03024e-07,1.35802744453748
2000SG344,,2000SG344_2112-12-25,,1.71e-08,
2000SG344,,2000SG344_2113-02-01,4.9342999999999995e-06,3.9466e-06,1.35802744453748
2000SG344,,2000SG344_2113-03-10,,2.72e-08,
2000SG344,,2000SG344_2113-05-10,,5.52e-09,
2000SG344,,2000SG344_2113-07-15,,6.520000000000001e-07,
2000SG344,,2000SG344_2113-08-07,9.145e-07,9.13e-07,1.35802744453748
2000SG344,,2000SG344_2113-09-07,4.827e-07,1.0135195000000001e-06,1.35802744453748
2000SG344,,2000SG344_2114-02-06,,1.9479999999999997e-07,
2000SG344,,2000SG344_2114-03-09,,2.49e-10,
2000SG344,,2000SG344_2114-07-16,,6.97e-08,
2000SG344,,2000SG344_2114-07-23,,6.48e-07,
2000SG344,,2000SG344_2114-08-07,3.5738000000000004e-06,1.6431999999999998e-06,1.35802744453748
2000SG344,,2000SG344_2114-09-05,2.4055e-06,2.0360470000000003e-06,1.35802744453748
2000SG344,,2000SG344_2114-12-26,,5.17e-08,
2000SG344,,2000SG344_2115-02-05,1.374e-07,1.61404e-07,1.35802744453748
2000SG344,,2000SG344_2115-07-26,6.996e-07,2.4259999999999997e-06,1.35802744453748
2000SG344,,2000SG344_2115-08-08,3.36044e-06,5.1888e-06,1.35802744453748
2000SG344,,2000SG344_2115-08-30,,1.660767e-07,
2000SG344,,2000SG344_2116-02-03,,1.26e-07,
2000SG344,,2000SG344_2116-07-22,1.2861e-06,8.202e-07,1.35802744453748
2000SG344,,2000SG344_2116-08-10,3.8106999999999998e-06,4.2534e-06,1.35802744453748
2000SG344,,2000SG344_2116-08-30,,4.45e-09,
2000SG344,,2000SG344_2116-09-06,,2.91e-08,
2000SG344,,2000SG344_2116-12-21,,4.61e-11,
2000SG344,,2000SG344_2117-01-29,,2.05e-07,
2000SG344,,2000SG344_2117-05-11,,3.78e-10,
2000SG344,,2000SG344_2117-07-19,1.5933e-06,6.768e-07,1.35802744453748
2000SG344,,2000SG344_2117-08-08,3.73474e-06,7.491e-07,1.35802744453748
2000SG344,,2000SG344_2117-08-29,,5.51e-08,
2000SG344,,2000SG344_2117-09-06,,1.338296e-07,
2000SG344,,2000SG344_2118-07-26,5.866e-07,2.58e-06,1.35802744453748
2000SG344,,2000SG344_2118-08-13,4.193e-06,1.0300700000000001e-06,1.35802744453748
2000SG344,,2000SG344_2118-09-08,,2.61e-08,
2000SG344,,2000SG344_2119-07-28,1.7696e-06,4.2709e-06,1.35802744453748
2000SG344,,2000SG344_2119-08-15,8.974540000000001e-06,6.8672999999999995e-06,1.35802744453748
2000SG344,,2000SG344_2119-09-12,2.488e-07,4.5710000000000004e-07,1.35802744453748
2000SG344,,2000SG344_2120-06-17,,7.59e-08,
2000SG344,,2000SG344_2120-08-01,9.841e-07,3.553738e-06,1.35802744453748
2000SG344,,2000SG344_2120-08-16,3.95212e-06,1.8466100000000003e-05,1.35802744453748
2000SG344,,2000SG344_2120-08-30,,1.828e-07,
2000SG344,,2000SG344_2120-09-10,,7.3813e-09,
2000SG344,,2000SG344_2121-07-23,3.5448e-06,3.97e-07,1.35802744453748
2000SG344,,2000SG344_2121-08-17,1.1373e-07,3.25e-09,1.35802744453748
2000SG344,,2000SG344_2121-09-02,,2.96e-08,
2000SG344,,2000SG344_2121-09-16,1.047e-06,1.35e-07,1.35802744453748
2000SG344,,2000SG344_2121-12-05,,2.98e-08,
2000SG344,,2000SG344_2122-01-06,,1.67e-08,
2000SG344,,2000SG344_2122-07-29,3.0884e-06,,1.35802744453748
2000SZ162,,2000SZ162_2066-07-05,,1.8e-08,
2000SZ162,,2000SZ162_2070-06-22,7.258e-07,7.28e-07,4.14677388674278
2000SZ162,,2000SZ162_2078-06-22,1.753e-07,1.75e-07,4.14677388674278
2000SZ162,,2000SZ162_2078-07-15,3.201e-07,3.37e-07,4.14677388674278
2000SZ162,,2000SZ162_2079-06-23,4.665e-08,4.36e-08,4.14677388674278
2000SZ162,,2000SZ162_2084-06-28,,4.64e-08,
2000SZ162,,2000SZ162_2089-06-23,,4.23e-09,
2000SZ162,,2000SZ162_2091-07-14,3.121e-07,3.08e-07,4.14677388674278
2000SZ162,,2000SZ162_2100-10-08,3.958e-07,,4.14677388674278
2000SZ162,,2000SZ162_2104-07-13,1.634e-07,3.13e-07,4.14677388674278
2000SZ162,,2000SZ162_2112-06-26,,1.85e-08,
2000SZ162,,2000SZ162_2113-06-16,,7.66e-09,
2000SZ162,,2000SZ162_2120-10-19,7.934e-08,8.3e-08,4.14677388674278
2000UK11,,2000UK11_2122-11-01,0.00011894999999999999,,6.29
2000WJ107,,2000WJ107_2110-11-20,8.327e-08,7.27e-08,12.7713207227516
2000WJ107,,2000WJ107_2114-11-19,2.8821856e-06,2.8348e-06,12.7713207227516
2000WJ107,,2000WJ107_2115-11-20,2.3832600000000004e-07,1.09869e-07,12.7713207227516
2000WJ107,,2000WJ107_2116-11-19,4.915e-09,,12.7713207227516
2000WJ107,,2000WJ107_2118-11-19,3.94731e-08,,12.7713207227516
2000WJ107,,2000WJ107_2119-11-20,4.21331e-06,4.620800000000001e-06,12.7713207227516
2001BA16,,2001BA16_2040-01-15,2.206e-07,6.67e-09,4.9016204046255
2001BA16,,2001BA16_2041-01-15,8.729e-06,1.27e-06,4.9016204046255
2001BA16,,2001BA16_2051-01-15,5.11e-07,8.32e-08,4.9016204046255
2001DZ76,,2001DZ76_2079-02-20,1.616e-09,,12.36
2001HJ31,,2001HJ31_2119-04-12,5.855e-09,5.82e-10,11.5005201901293
2001HJ31,,2001HJ31_2122-04-12,1.067e-07,4.85e-08,11.5005201901293
2001SB170,,2001SB170_2082-03-17,,2.21e-09,
2001SB170,,2001SB170_2089-03-17,,1.53e-08,
2001SB170,,2001SB170_2095-03-17,1.736e-08,1.69e-08,22.48
2001SB170,,2001SB170_2121-03-18,,1.34e-10,
2001SD286,,2001SD286_2080-09-23,6.222e-08,,12.56
2001UD5,,2001UD5_2068-10-08,,2.22e-09,
2001UD5,,2001UD5_2083-10-09,5.606e-09,,16.9
2001UF5,,2001UF5_2058-10-29,1.618e-09,,18.26
2001VB,,2001VB_2089-07-18,,1.84e-10,
2001YN2,,2001YN2_2067-12-15,4.156e-09,,18.6995057633303
2001YN2,,2001YN2_2079-12-15,1.7228e-08,5.76e-08,18.6995057633303
2001YN2,,2001YN2_2091-12-16,,3.44e-08,
2001YN2,,2001YN2_2113-12-24,2.734e-09,,18.6995057633303
2002AN129,,2002AN129_2064-05-02,8.019e-08,,11.4856520567631
2002AN129,,2002AN129_2111-05-04,3.115e-08,3.09e-08,11.4856520567631
2002CA26,,2002CA26_2120-01-21,2.415e-09,,11.85
2002EM7,,2002EM7_2117-03-09,1.819e-09,6.809e-08,10.28
2002GM5,,2002GM5_2064-10-03,1.175e-07,,20.44
2002GM5,,2002GM5_2113-10-04,,1.26246e-08,
2002RB182,,2002RB182_2036-01-08,1.292e-08,,13.5730901213503
2002RB182,,2002RB182_2055-10-01,,7.72e-11,
2002RB182,,2002RB182_2071-09-26,2.688e-08,,13.5730901213503
2002RB182,,2002RB182_2076-10-05,1.8044870000000001e-06,9.766199999999998e-07,13.5730901213503
2002RB182,,2002RB182_2080-10-06,,1.18e-08,
2002RB182,,2002RB182_2088-10-07,7.9574e-07,4.44e-07,13.5730901213503
2002RB182,,2002RB182_2096-10-09,3.531e-09,,13.5730901213503
2002RB182,,2002RB182_2099-10-05,2.148e-09,1.9e-09,13.5730901213503
2002RB182,,2002RB182_2100-10-09,1.07717e-07,9.99e-09,13.5730901213503
2002RB182,,2002RB182_2104-10-10,8.157000000000001e-08,2.0044e-06,13.5730901213503
2002RB182,,2002RB182_2108-10-12,1.105e-06,1.18e-06,13.5730901213503
2002RB182,,2002RB182_2110-09-27,1.442e-06,1.45e-06,13.5730901213503
2002RB182,,2002RB182_2110-10-08,1.339e-09,,13.5730901213503
2002RB182,,2002RB182_2112-10-10,5.435e-08,,13.5730901213503
2002RB182,,2002RB182_2114-09-23,,8.56e-10,
2002RB182,,2002RB182_2118-09-24,3.083e-07,2.88e-07,13.5730901213503
2002RB182,,2002RB182_2118-10-07,9.429e-09,,13.5730901213503
2002RB182,,2002RB182_2120-10-12,1.09925e-07,4.25e-09,13.5730901213503
2002RC117,,2002RC117_2057-09-11,1.95e-08,,12.01
2002TY59,,2002TY59_2074-10-02,,2.59e-10,
2002TY59,,2002TY59_2084-10-01,5.017e-07,3.54e-07,8.22428471111408
2002TY59,,2002TY59_2094-10-02,,7.2e-09,
2002TY59,,2002TY59_2103-10-03,,2.72e-11,
2002TY59,,2002TY59_2108-10-03,,9.05e-09,
2002TY59,,2002TY59_2109-10-03,2.085e-08,5.93e-09,8.22428471111408
2002TY59,,2002TY59_2110-10-03,1.049e-05,1.09e-05,8.22428471111408
2002TY59,,2002TY59_2114-10-03,4.4452e-06,5.45e-06,8.22428471111408
2002TY59,,2002TY59_2115-10-03,,1.05e-08,
2002TY59,,2002TY59_2116-10-02,,7.649e-09,
2002TY59,,2002TY59_2117-10-03,1.071e-08,,8.22428471111408
2002TY59,,2002TY59_2118-10-03,1.107e-07,8.56e-08,8.22428471111408
2002TZ59,,2002TZ59_2040-09-27,5.157e-09,,28.4
2002UV36,,2002UV36_2087-10-26,6.805e-06,9.84e-05,8.06
2002VU17,,2002VU17_2084-11-16,4.5127e-06,5.085e-06,13.6884290928529
2002VU17,,2002VU17_2099-11-17,7.46e-06,8.07e-06,13.6884290928529
2002VY91,,2002VY91_2112-11-09,1.022e-08,,9.18781036164701
2002VY91,,2002VY91_2116-11-09,1.5130999999999999e-09,,9.18781036164701
2002VY91,,2002VY91_2119-11-09,1.6404e-06,3.132e-06,9.18781036164701
2002XV90,,2002XV90_2078-12-11,,1.067e-10,
2002XV90,,2002XV90_2102-12-12,3.436e-09,3.1e-09,7.62768941092083
2002XV90,,2002XV90_2113-12-12,1.304e-07,3.76e-08,7.62768941092083
2002XV90,,2002XV90_2114-12-12,,1.04e-11,
2003DW10,,2003DW10_2046-03-02,6.508e-08,,7.82626371511068
2003DW10,,2003DW10_2048-03-02,,6.53e-08,
2003DW10,,2003DW10_2054-03-02,,1.02e-07,
2003DW10,,2003DW10_2058-03-02,3.882e-08,,7.82626371511068
2003DW10,,2003DW10_2066-03-02,,4.5e-09,
2003KF4,,2003KF4_2120-05-21,1.1974e-07,,9.7158426590947
2003SQ222,,2003SQ222_2101-09-28,1.112e-08,1.21e-08,15.06
2003UM3,,2003UM3_2030-10-12,1.487e-10,,13.2010901076849
2003UM3,,2003UM3_2044-10-12,3.429e-09,,13.2010901076849
2003UM3,,2003UM3_2055-10-12,,8.86e-09,
2003UM3,,2003UM3_2057-10-11,3.549e-08,4.78e-08,13.2010901076849
2003UM3,,2003UM3_2069-10-12,,1.22e-08,
2003UM3,,2003UM3_2070-10-13,,1.67e-10,
2003UM3,,2003UM3_2082-10-13,,7.15e-10,
2003UM3,,2003UM3_2086-10-13,,7.61e-08,
2003UM3,,2003UM3_2088-10-12,,1.57e-09,
2003UM3,,2003UM3_2101-10-13,,1.91e-08,
2003UM3,,2003UM3_2107-10-14,,3.66e-09,
2003UM3,,2003UM3_2109-10-14,,9.05e-10,
2003UM3,,2003UM3_2116-10-14,,4.56e-10,
2003UX26,,2003UX26_2101-04-21,2.28e-08,,11.53
2003WT153,,2003WT153_2042-12-01,2.49e-08,,4.33795756770098
2003WT153,,2003WT153_2044-12-02,1.755e-07,4.88e-09,4.33795756770098
2003WT153,,2003WT153_2048-08-30,3.621e-07,1.58e-06,4.33795756770098
2003WT153,,2003WT153_2049-12-02,1.13e-07,,4.33795756770098
2003WT153,,2003WT153_2051-12-01,2.625e-07,9.36e-10,4.33795756770098
2003WT153,,2003WT153_2053-12-03,3.177e-08,,4.33795756770098
2003WT153,,2003WT153_2055-08-26,6.9343e-08,2.5e-10,4.33795756770098
2003WT153,,2003WT153_2057-09-23,4.198e-06,5.96e-08,4.33795756770098
2003WT153,,2003WT153_2058-12-14,,3.95e-08,
2003WT153,,2003WT153_2059-12-01,1.2702599999999999e-06,,4.33795756770098
2003WT153,,2003WT153_2060-11-27,1.312e-07,,4.33795756770098
2003WT153,,2003WT153_2061-08-31,,5.4e-08,
2003WT153,,2003WT153_2061-12-02,1.238e-07,,4.33795756770098
2003WT153,,2003WT153_2062-12-01,,4.16e-11,
2003WT153,,2003WT153_2063-08-27,3.249e-08,,4.33795756770098
2003WT153,,2003WT153_2063-09-23,1.562e-08,,4.33795756770098
2003WT153,,2003WT153_2064-12-01,5.187e-07,,4.33795756770098
2003WT153,,2003WT153_2065-12-02,9.924e-08,,4.33795756770098
2003WT153,,2003WT153_2066-08-31,3.389e-08,,4.33795756770098
2003WT153,,2003WT153_2066-12-03,9.16e-08,,4.33795756770098
2003WT153,,2003WT153_2067-09-26,3.042e-08,,4.33795756770098
2003WT153,,2003WT153_2067-12-05,4.69e-08,,4.33795756770098
2003WT153,,2003WT153_2068-11-09,1.432e-08,,4.33795756770098
2003WT153,,2003WT153_2068-11-24,1.945e-08,,4.33795756770098
2003WT153,,2003WT153_2069-11-30,1.6768000000000002e-06,,4.33795756770098
2003WT153,,2003WT153_2071-09-17,1.696e-07,,4.33795756770098
2003WT153,,2003WT153_2071-12-01,1.3338999999999998e-06,,4.33795756770098
2003WT153,,2003WT153_2071-12-09,8.954e-09,,4.33795756770098
2003WT153,,2003WT153_2072-12-03,2.6909e-07,2.01e-11,4.33795756770098
2003WT153,,2003WT153_2073-08-31,,6.27e-08,
2003WT153,,2003WT153_2073-09-09,8.935e-10,,4.33795756770098
2003WT153,,2003WT153_2073-09-23,1.698e-08,,4.33795756770098
2003WT153,,2003WT153_2074-09-03,4.52e-08,,4.33795756770098
2003WT153,,2003WT153_2074-12-01,2.721e-07,,4.33795756770098
2003WT153,,2003WT153_2075-08-28,2.167e-07,,4.33795756770098
2003WT153,,2003WT153_2075-09-09,,2.01e-07,
2003WT153,,2003WT153_2076-08-27,2.811e-07,,4.33795756770098
2003WT153,,2003WT153_2076-09-16,,2.23e-07,
2003WT153,,2003WT153_2076-09-23,2.159e-08,,4.33795756770098
2003WT153,,2003WT153_2076-11-28,4.375e-07,,4.33795756770098
2003WT153,,2003WT153_2077-12-02,1.378e-06,2.8103e-09,4.33795756770098
2003WT153,,2003WT153_2079-12-06,3.1672e-07,,4.33795756770098
2003WT153,,2003WT153_2080-09-18,6.057e-08,,4.33795756770098
2003WT153,,2003WT153_2080-09-25,4.327e-08,,4.33795756770098
2003WT153,,2003WT153_2081-08-27,8.6e-09,,4.33795756770098
2003WT153,,2003WT153_2081-09-16,1.005e-07,,4.33795756770098
2003WT153,,2003WT153_2081-09-23,8.244e-10,,4.33795756770098
2003WT153,,2003WT153_2082-09-02,1.03463e-07,,4.33795756770098
2003WT153,,2003WT153_2082-09-22,1.868e-07,,4.33795756770098
2003WT153,,2003WT153_2082-12-04,1.859e-07,,4.33795756770098
2003WT153,,2003WT153_2083-11-30,1.3134419999999999e-06,1.17e-08,4.33795756770098
2003WT153,,2003WT153_2084-11-28,1.1929e-08,,4.33795756770098
2003WT153,,2003WT153_2085-09-03,1.688e-08,,4.33795756770098
2003WT153,,2003WT153_2086-08-29,7.368e-07,2.503e-06,4.33795756770098
2003WT153,,2003WT153_2086-12-01,,7.04e-09,
2003WT153,,2003WT153_2087-08-31,1.514e-09,,4.33795756770098
2003WT153,,2003WT153_2087-09-07,3.073e-08,4.2399999999999996e-08,4.33795756770098
2003WT153,,2003WT153_2087-11-27,2.10705e-06,,4.33795756770098
2003WT153,,2003WT153_2088-12-01,4.6432e-08,,4.33795756770098
2003WT153,,2003WT153_2089-09-10,2.746e-06,,4.33795756770098
2003WT153,,2003WT153_2089-09-18,,3.42e-09,
2003WT153,,2003WT153_2090-12-06,3.408e-08,,4.33795756770098
2003WT153,,2003WT153_2092-09-12,7.8369e-08,,4.33795756770098
2003WT153,,2003WT153_2093-09-06,,6.31e-07,
2003WT153,,2003WT153_2093-09-15,8.998e-09,,4.33795756770098
2003WT153,,2003WT153_2093-12-01,2.756e-09,2.12e-07,4.33795756770098
2003WT153,,2003WT153_2094-12-03,1.211e-08,,4.33795756770098
2003WT153,,2003WT153_2095-09-07,3.863e-08,,4.33795756770098
2003WT153,,2003WT153_2095-09-21,1.029e-08,,4.33795756770098
2003WT153,,2003WT153_2096-08-27,4.414e-07,,4.33795756770098
2003WT153,,2003WT153_2096-12-01,3.023e-08,1.81e-11,4.33795756770098
2003WT153,,2003WT153_2097-08-23,6.956e-09,,4.33795756770098
2003WT153,,2003WT153_2097-09-02,,1.69e-08,
2003WT153,,2003WT153_2097-09-15,,2.22e-08,
2003WT153,,2003WT153_2097-11-30,1.328e-09,,4.33795756770098
2003WT153,,2003WT153_2098-12-02,4.955e-06,2.8110000000000003e-09,4.33795756770098
2003WT153,,2003WT153_2100-09-14,4.418e-09,5.74e-09,4.33795756770098
2003WT153,,2003WT153_2100-09-22,1.121e-08,,4.33795756770098
2003WT153,,2003WT153_2101-08-28,9.115e-08,,4.33795756770098
2003WT153,,2003WT153_2101-09-11,5.03e-08,1.12e-08,4.33795756770098
2003WT153,,2003WT153_2102-08-29,5.383e-08,,4.33795756770098
2003WT153,,2003WT153_2102-09-16,3.395e-07,1.17e-08,4.33795756770098
2003WT153,,2003WT153_2102-12-02,3.415e-08,,4.33795756770098
2003WT153,,2003WT153_2103-12-03,,3.78e-11,
2003WT153,,2003WT153_2104-11-28,2.4267e-07,,4.33795756770098
2003WT153,,2003WT153_2105-11-27,2.617e-08,,4.33795756770098
2003WT153,,2003WT153_2107-09-16,1.5818e-08,,4.33795756770098
2003WT153,,2003WT153_2108-09-16,,9.36e-08,
2003WT153,,2003WT153_2108-12-02,3.13e-08,1.53e-07,4.33795756770098
2003WT153,,2003WT153_2109-08-29,7.182e-08,,4.33795756770098
2003WT153,,2003WT153_2109-09-05,1.7743000000000002e-08,,4.33795756770098
2003WT153,,2003WT153_2109-12-03,4.966e-08,,4.33795756770098
2003WT153,,2003WT153_2110-09-06,,1.05e-07,
2003WT153,,2003WT153_2111-09-07,4.511e-08,,4.33795756770098
2003WT153,,2003WT153_2111-09-14,8.617e-09,,4.33795756770098
2003WT153,,2003WT153_2111-11-29,2.6719999999999996e-07,,4.33795756770098
2003WT153,,2003WT153_2112-09-21,7.056e-08,,4.33795756770098
2003WT153,,2003WT153_2112-12-03,1.741e-07,,4.33795756770098
2003WT153,,2003WT153_2114-09-08,,3.83e-09,
2003WT153,,2003WT153_2115-09-03,1.5549e-08,,4.33795756770098
2003WT153,,2003WT153_2117-09-06,8.464e-09,1.04e-10,4.33795756770098
2003WT153,,2003WT153_2118-09-10,6.028e-09,,4.33795756770098
2003WT153,,2003WT153_2118-12-06,2.531e-07,,4.33795756770098
2003WT153,,2003WT153_2119-09-01,8.423e-09,,4.33795756770098
2003WT153,,2003WT153_2120-11-26,6.06226e-07,,4.33795756770098
2003WT153,,2003WT153_2120-12-10,1.547e-09,,4.33795756770098
2003WT153,,2003WT153_2121-09-01,5.043e-09,,4.33795756770098
2003WT153,,2003WT153_2121-09-10,8.887e-09,3.76e-08,4.33795756770098
2003WT153,,2003WT153_2121-12-01,1.0836999999999999e-06,6.24e-09,4.33795756770098
2003YS70,,2003YS70_2052-01-07,,1.15e-06,
2003YS70,,2003YS70_2057-02-02,,1.43e-06,
2003YS70,,2003YS70_2065-01-09,7.218e-07,,3.15876257240843
2003YS70,,2003YS70_2072-01-12,,3.11e-09,
2003YS70,,2003YS70_2075-01-15,6.4962e-07,,3.15876257240843
2003YS70,,2003YS70_2076-01-01,,5.6e-08,
2003YS70,,2003YS70_2079-02-04,,1.14e-07,
2003YS70,,2003YS70_2081-01-04,7.064e-07,,3.15876257240843
2003YS70,,2003YS70_2084-01-04,1.097e-07,,3.15876257240843
2003YS70,,2003YS70_2086-02-03,,1.39e-08,
2003YS70,,2003YS70_2086-12-30,,3.15e-08,
2003YS70,,2003YS70_2088-01-03,4.606e-07,,3.15876257240843
2003YS70,,2003YS70_2088-01-15,3.135e-07,,3.15876257240843
2003YS70,,2003YS70_2088-12-30,5.768e-07,,3.15876257240843
2003YS70,,2003YS70_2090-01-11,5.819e-07,,3.15876257240843
2003YS70,,2003YS70_2090-12-31,1.709e-07,,3.15876257240843
2003YS70,,2003YS70_2094-01-04,2.418e-07,,3.15876257240843
2003YS70,,2003YS70_2095-12-29,,1.26e-08,
2003YS70,,2003YS70_2097-01-09,3.692e-08,,3.15876257240843
2003YS70,,2003YS70_2098-01-02,1.192e-07,,3.15876257240843
2003YS70,,2003YS70_2098-01-16,2.385e-08,,3.15876257240843
2003YS70,,2003YS70_2099-01-08,,1.99865e-07,
2003YS70,,2003YS70_2100-01-01,2.339e-08,,3.15876257240843
2003YS70,,2003YS70_2103-12-31,1.618e-07,,3.15876257240843
2003YS70,,2003YS70_2104-01-18,1.132e-07,,3.15876257240843
2003YS70,,2003YS70_2106-01-20,1.184e-07,,3.15876257240843
2003YS70,,2003YS70_2107-01-10,1.422e-05,,3.15876257240843
2003YS70,,2003YS70_2107-12-31,4.266e-08,,3.15876257240843
2003YS70,,2003YS70_2108-01-16,,1.17e-07,
2003YS70,,2003YS70_2109-01-01,5.183e-08,,3.15876257240843
2003YS70,,2003YS70_2111-01-07,1.561e-08,,3.15876257240843
2003YS70,,2003YS70_2113-01-13,9.533e-08,,3.15876257240843
2003YS70,,2003YS70_2113-02-02,1.005e-07,,3.15876257240843
2003YS70,,2003YS70_2114-01-22,2.087e-08,,3.15876257240843
2003YS70,,2003YS70_2115-01-12,3.182e-08,,3.15876257240843
2003YS70,,2003YS70_2115-01-21,6.208e-08,,3.15876257240843
2003YS70,,2003YS70_2116-01-01,,1.72e-07,
2003YS70,,2003YS70_2116-01-09,6.412100000000001e-06,5.96e-07,3.15876257240843
2003YS70,,2003YS70_2117-01-04,1.227e-07,,3.15876257240843
2003YS70,,2003YS70_2120-01-16,,5.37e-09,
2003YS70,,2003YS70_2122-01-16,6.596e-08,,3.15876257240843
2004BN41,,2004BN41_2086-02-02,3.122e-07,,7.78310261747329
2004BN41,,2004BN41_2098-02-05,9.828e-07,9.59e-07,7.78310261747329
2004BN41,,2004BN41_2104-02-09,1.666e-08,,7.78310261747329
2004BN41,,2004BN41_2110-02-09,5.567e-08,,7.78310261747329
2004BN41,,2004BN41_2116-02-12,5.439e-07,8.53e-07,7.78310261747329
2004BN41,,2004BN41_2119-02-11,3.87e-07,7.280000000000001e-07,7.78310261747329
2004BN41,,2004BN41_2121-02-01,5.969e-09,,7.78310261747329
2004BN41,,2004BN41_2122-02-12,5.04e-08,1.04e-07,7.78310261747329
2004DA53,,2004DA53_2095-02-25,,4.12e-08,
2004DA53,,2004DA53_2101-02-25,,7.17e-10,
2004DA53,,2004DA53_2111-02-25,7.853828000000001e-06,8.591e-06,9.35
2004DA53,,2004DA53_2112-02-25,,1.86e-07,
2004DA53,,2004DA53_2115-02-25,1.176e-08,,9.35
2004DA53,,2004DA53_2116-02-26,5.027e-08,3.26e-09,9.35
2004DA53,,2004DA53_2119-02-25,,2.66e-08,
2004DA53,,2004DA53_2121-02-25,,4.7425000000000005e-07,
2004FH,,2004FH_2111-03-19,,1.62e-08,
2004FM4,,2004FM4_2110-03-21,3.703e-10,,14.8161227330038
2004FM4,,2004FM4_2116-03-22,1.281e-08,,14.8161227330038
2004FM4,,2004FM4_2119-03-23,9.741e-09,9e-08,14.8161227330038
2004FU162,,2004FU162_2026-04-01,,3.8e-07,
2004FU162,,2004FU162_2026-11-30,,1.29e-09,
2004FU162,,2004FU162_2027-04-01,,4.860099999999999e-07,
2004FU162,,2004FU162_2027-12-04,,1.23e-09,
2004FU162,,2004FU162_2028-03-31,,8.911000000000001e-08,
2004FU162,,2004FU162_2028-12-03,,5.78e-10,
